bin	UV_mean_fpkm
416	716.4792939999998
417	1194.8619533333335
418	531.4196440000003
419	9592.525154666668
420	210.0556403333334
421	1664.006599000003
422	2592.622577
423	9995.312660000003
424	7908.945012666676
425	21152.487487333347
426	6732.728087999998
427	635.792979666667
428	930.3697653333329
429	316.8528946666664
430	4007.123957333336
431	334.39239699999996
432	919.8590493333325
433	214.71422966666677
434	780.3287483333337
435	1260.6541263333345
436	151.18804366666666
437	473.79712866666677
438	313.4875386666663
439	210.445263
440	245.9829683333334
441	1837.7370453333333
442	155.343635
443	1315.6157066666672
444	417.724373666667
445	1735.4361229999997
446	4128.508175666663
447	228.68319633333329
448	556.3883903333336
449	27.863675999999998
450	331.6193606666666
451	2521.30531766667
452	74.275134
453	71.64782466666671
454	1745.2839299999991
455	469.9924063333326
456	177.66695066666665
457	205.94069600000003
458	514.5961946666666
459	170.487762333333
460	268.05839599999996
461	1635.03198466667
462	1133.0509826666662
463	677.7132003333337
464	1250.230640666667
465	954.0447789999997
466	500.74648699999966
467	1452.3194193333334
468	7158.830165000003
469	149.7961993333333
470	633.6125646666667
471	1646.8461813333333
472	6334.337869666664
473	386.3614580000003
474	803.515904666667
475	6093.910417333337
476	353.4420723333333
477	7949.2579753333375
478	277.14874366666703
479	295.58510633333367
480	212.67821
481	4750.4469316666655
482	320.6237693333334
483	1005.398230666667
484	312.8207323333337
485	473.008817333334
486	107.63571633333339
487	3406.0077893333305
488	2006.6332239999963
489	1144.714137333333
490	377.344953333333
491	228.9324713333333
492	983.301774666667
493	121.3534913333333
494	840.8478233333332
495	1006.544789333333
496	338.84737566666655
497	65.80768933333337
498	1643.8965553333364
499	514.161085333333
500	165.6492780000001
501	8841.616504333333
502	463.8858516666663
503	133.2077363333333
504	239.165142
505	6014.56870966667
506	9913.917955333336
507	163.40973133333318
508	387.7839186666667
509	1197.5633323333338
510	789.776248666667
511	317.2488143333337
512	5498.737512999999
513	191.8327316666666
514	404.9088786666667
515	7761.663666000004
516	48.796163
517	174.270806666667
518	259.6145680000001
519	1285.9654803333335
520	1255.6303716666675
521	207.962573
522	184.698252
523	578.1636566666667
524	417.0048710000003
525	3158.2204133333325
526	259.04992266666636
527	172.3977296666667
528	345.08858066666653
529	1292.513377333333
530	752.712581333333
531	803.9143966666661
532	1734.083750333334
533	2485.462891333334
534	2062.7067523333335
535	188.747337
536	309.57727333333344
537	77.3776366666667
538	293.5340313333334
539	668.7194103333333
540	381.3006180000003
541	372.0275346666673
542	353.1320630000004
543	149.8578956666667
544	3034.05176666667
545	493.1671153333336
546	29.809891666666665
547	72.34302533333336
548	114.0396283333333
549	130.46338266666672
550	4.40934
551	56.952421
552	35.794016
553	110.51743266666661
554	104.2899946666667
555	236.2820873333333
556	882.8128406666668
557	723.6368573333341
558	2239.5388120000007
559	308.89867333333336
560	56.09800033333333
561	132.98312433333342
562	405.3568493333333
563	7.68169733333333
564	66.27944966666666
565	46.02721566666667
566	261.11672466666676
567	160.92602399999998
568	188.1666936666667
569	180.8514319999997
570	133.88378300000008
571	446.91843033333373
572	443.175025333333
573	103.9215783333334
574	115.23271666666659
575	64.37873400000004
576	165.8916533333333
577	1890.950038
578	2196.264033
579	293.96361033333375
580	249.176862666667
581	134.449837
582	289.7119259999997
583	106.8884323333333
584	1321.6397893333342
585	86.33329
586	261.199402
587	50.80985566666659
588	1468.7361739999967
589	1894.9214786666632
590	1218.586914333333
591	1224.2762906666635
592	1632.974813
593	212.2722003333334
594	1528.8124623333345
595	3853.146568000003
596	320.32506899999964
597	176.7518793333333
598	531.3222339999998
599	182.4079943333332
600	192.151852333333
601	206.7348159999996
602	1022.3104633333338
603	83.8126846666667
604	707.100488333333
605	449.9785686666667
606	1040.0191939999997
607	84.05798600000003
608	49.198060666666706
609	172.22491900000003
610	148.22484400000002
611	1168.376226333334
612	72.4156253333333
